slang,formal
bwahnya,bawahnya
aman2,aman aman
maav,maaf
bisulny,bisulnya
32hari,32 hari
jam8,jam 8
11minggu,11 minggu
5kehamilan,5 kehamilan
4jam,4 jam
kmrinya,kemarinnya
24minggu,24 minggu
drmah,dirumah
mimpi2,mimpi mimpi
brlum,belum
30kaplet,30 kaplet
teeriterima,terima
18week,18 minggu
diperas2,diperas peras
98cm,98 cm
48jam,48 jam
40mg,40 mg
agak2,agak agak
11desember,11 desember
5week,5 minggu
pertumbuhann,pertumbuhan
brrdebu,berdebu
sejeniss,sejenis
2harinya,2 harinya
minggiu,minggu
hncur,hancur
asalamualaikun,assalamualaikum
trimakash,terima kasih
bayi2,bayi bayi
77cm,77 cm
43cm,43 cm
aslkm,assalamualaikum
19minggu,19 minggu
diinjak2,diinjak injak
kurete,kuret
negatof,negatif
bulu2,bulu bulu
13maret,13 maret
21maret,21 maret
perkiran,perkiraan
26minggu,26 minggu
uap2,uap uap
dhabiskan,dihabiskan
vitamina,vitamin a
kmadungan,kandungan
hasilnna,hasilnya
25w4d,25 minggu 4 hari
27w2d,27 minggu 2 hari
meelakukan,melakukan
29minggu,29 minggu
insyaalloh,insya allah
3week,3 minggu
berdenyut2,berdenyut denyut
bsgaimana,bagaimana
2menit,2 menit
dibolehkn,dibolehkan
dsarx,dasarnya
16mei,16 mei
13mg,13 minggu
lipatan2,lipatan lipatan
penuhh,penuh
19januari,19 januari
stadium4,stadium 4
hmiln,hamilin
178bpm,178 bpm
merah2nya,merah merahnya
mana2,mana mana
25minggu,25 minggu
35hari,35 hari
pisikopay,psikopat
2days,2 hari
20minggu,20 minggu
soulusinya,solusinya
aperhubungan,perhubungan
berhati2,berhati hati
putuss,putus
nendang2,nendang nendang
dsty,disitu
52hari,52 hari
30minggu,30 minggu
mslkn,misalkan
tonjolan2nya,tonjolan tonjolannya
ruas2,ruas ruas
hoek2,hoek hoek
5km,5 km
bintik2ny,bintik bintiknya
mengetauhi,mengetahui
gara2di,gara gara
38rb,38 ribu
manggga,mangga
menjerit2,menjerit menjerit
penembuhannya,penyembuhannya
tanggal2,tanggal tanggal
90ml,90 ml
1cm,1 cm
34weeks,34 minggu
kruk2,kruk kruk
klaur,keluar
pgi2,pagi pagi
mslkkn,misalkan
77gr,77 gr
dibulan2,dibulan bulan
31cm,31 cm
umurnumya,umurnya
28des,28 desember
selasai,selesai
sisi2,sisi sisi
ubi2an,ubi ubian
pikiran2,pikiran pikiran
tetspack,testpack
cristalx,cristalnya
dekat2,dekat dekat
warnnya,warnanya
ketuk2,ketuk ketuk
mgeluarin,ngeluarin
sayaapa,saya apa
meninggu,meninggu
panasnyaa,panasnya
asap2,asap asap
novmber,november
melungker2,melungker lungker
menanganinyya,menanganinya
digigit2,digigit gigit
mengecap2,mengecap ngecap
bersin2nya,bersin bersinnya
bruntus2,bruntus bruntus
beraat,berat
byasanya,biasanya
guratan2,guratan guratan
vaksin2,vaksin vaksin
kalenjar,kelenjar
alektro,elektro
creamny,creamnya
senang2nya,senang senangnya
sakit2nya,sakit sakitnya
aaja,saja
proses2,proses proses
terautur,teratur
tekan2,tekan tekan
kuat2,kuat kuat
bbjnya,bb nya
manjavikan,menjadikan
kurabg,kurang
weeka,minggu
komsusi,konsumsi
vitamim,vitamin
kesringan,keseringan
lansung,langsung
guling2,guling guling
meneluarkan,mengeluarkan
kempes2,kempes kempes
nerhubungan,berhubungan
ruamh,ruam
nyilu2,ngilu ngilu
malam2,malam malam
dapat2,dapat dapat
dampal,dampak
sedot2,sedot sedot
digosok2,digosok gosok
detakanny,detakannya
tahan2,tahan tahan
digerak2an,digerak gerakan
urut2,urut urut
mamam,makan
nennen,nyusu
kesokan,keesokan
memebrsihkan,membersihkan 
dtg2,datang datang
brutus,bruntus
tahutempe,tahu tempe
500ml,500 ml
jadiwl,jadwal
mnjadwalkan,menjadwalkan
hilang2an,hilang hilangan
matarahari,matahari
batal2,batal batal
lambunv,lambung
baketeri,bakteri
keluaham,keluhan
hiland,hilang
sebuh,sembuh
bulett,bulet
jamurah,jamuran
16minggu,16 minggu
mnangani,menangani
nyut2an,nyut nyutan
slbh,sebelah
1mminggu,1 minggu
kucak2,kucak kucak
gatsl,gatal
1mcam,1 macam
anyang2en,anyang anyangan
mengangund,mengandung
bgtw,banget
keringtn,keringatan
gmpng,gampang
spjng,sepanjang
pendarahany,pendarahannya
31minggu,31 minggu
mengerass,mengeras
payuda,payudara
pneomonia,pneumonia
28minggu,28 minggu
2kli,2 kali
27tinggal,27 tinggal
brobta,berobat
ditespack,testpack
nglakuin,ngelakuin
tellat,telat
genti,ganti
itudan,itu
kecanduanseperti,kecanduan seperti
smuah,semua
jauh2,jauh jauh
satukali,satu kali
tenghorokan,tenggorokan
sendawah,sendawa
derdahak,berdahak
tawarii,tawari
wanitai,wanita
anyibiotiknya,antibiotiknya
35weks,35 minggu
obantnya,obatnya
mulass,mulas
tertntu,tertentu
7buln,7 bulan
besae,besar
semonggu,seminggu
vaguna,vagina
malsh,masalah
sedngkn,sedangkan
masoh,masih
narsu,nafsu
pndrhn,pendarahan
obatnyamuk,obat nyamuk
permukan,permukaan
kram2,kram kram
brkelanjutan,berkelanjutan
slengkangan,selangkangan
meghitam,menghitam
bauikan,bau ikan
disblh,disebelah
mnjalar,menjalar
saraf2,saraf saraf
145cm,145 cm
siangg,siang
kdinginan,kedinginan
jml,jumlah
pndek,pendek
jmlh,jumlah
6thunan,6 tahunan
kmposi,komposisi
kerugiaan,kerugian
obarnya,obatnya
oorang,orang
kliaatan,keliatan
sebernarnya,sebenarnya
trlilit,terlilit
bolehlan,bolehkan
bengkk,bengkak
sekrga,sekarang
15mnit,15 menit
besr,besar
srkarang,sekarang
terarur,teratur
penjelsaan,penjelasan
konedo,komedo
idah,udah
sisa2nya,sisa sisanya
mnaikan,menaikan
1miinggu,1 minggu
mselalu,selalu
bentr,bentar
tgl16,tanggal 16
taxakn,tanyakan
baxakn,banyakan
8detik,8 detik
tiba2berenti,tiba tiba berhenti
khusua,khususnya
diplngkan,dipulangkan
knapah,kenapa
sisterm,sistem
pengangan,pegangan
aeal,awal
peut,perut
kelelaham,kelelahan
meyiksa,menyiksa
seharusnyaa,seharusnya
munrah,murah
kemudkan,kemudikan
mlkkn,melakukan
mltnya,mulutnya
mnghilankan,menghilangkan
terimakas,terima kasih
diabetea,diabetes
prikasa,periksa
dwngan,dengan
kebas2,kebas kebas
6m1d,6 bulan 1 hari
stret,stretch t
suuhunya,suhunya
jamu2,jamu jamu
12w3d,12 minggu 3 hari
assalamualaikuk,assalamualaikum
terimkakasih,terima kasih
mmlakukan,melakukan
pmbriab,pemberian
lemass,lemas
55cm,55 cm
sptmbr,september
kselek,keselek
selekengan,selangkangan
9ons,9 ons
cpt2,cepat cepat
bagusnua,bagusnya
istirajat,istirahat
mnjadii,menjadi
40hri,40 hari
kmukinan,kemungkinan
keesokya,keesokannya
5bl,5 bulan
cemaz,cemas
sepertii,seperti
gatuk,garuk
ciank,siang
srkali,sekali
162cm,162 cm
mengejan2,mengejan mengejan
tgl8,tanggal 8
psda,pada
33mm,33 mm
25mgg,25 minggu
teriiterima,terima kasih
brkut,berikut
kndungn,kandungan
strecmarch,stretchmark
110kg,110 kg
dibbir,dibibir
seringseperti,sering seperti
tafi,tadi
dijari2,dijari jari
siang2,siang siang
peria,pria
srptember,september
berubah2,berubah ubah
asin2,asin asin
39cm,39 cm
jerit2,jerit jerit
tgl6,tanggal 6
triterima,terima kasih
bagaimanh,bagaimana
tnykn,tanyakan
2detikan,2 detikan
1menitan,1 menitan
pndeteksi,pendeteksi
minggunlalu,minggu lalu
jaitamnya,jaitannya
recana,rencana
9week,9 minggu
udha,udah
solusilainya,solusi lainnya
seriing,sering
berhubangan,berhubungan
sarab,saran
yembuhannya,penyembuhannya
berar,berarti
pingir,pinggir
kesemutaan,kesemutan
jenapa,kenapa
kplay,kepalanya
mermasalah,bermasalah
kehijaun,kehijauan
bauh,bawah
mencpai,mencapai
bngunnya,bangunnya
awanya,awalnya
hxa,hanya
berkomnikasi,berkomunikasi
mmerah,merah
mengantuj,mengantuk
dibagiyan,dibagian
treadmil,treadmill
penangnanya,penanganannya
biasnaya,biasanya
pngeluaran,pengeluaran
strres,stress
8juli,8 juli
8juni,8 juni
sebagianya,sebagiannya
5harisaya,5 hari saya
slmtsiang,selamat siang
dokterr,dokter
lemasss,lemas
tidurr,tidur
ngrembes,ngerembes
kamdungan,kandungan
februai,februari
dinggin,dingin
entahlaah,entahlah
goresan2,goresan
sprtinya,sepertinya
knsumsi,konsumsi
pisisi,posisi
memgecilkan,mengecilkan
kelamn,kelamin
kecli,kecuali
keesokn,keesokan
kbuang,kebuang
berpenharuh,berpengaruh
penjelasn,penjelasan
coklt,coklat
148cm,148 cm
seberpa,seberapa
1mnit,1 menit
terxata,ternyata
digunakanapakah,digunakan apakah
penglihatnnya,penglihatannya
1lalu,1 lalu
pmanasn,pemanasan
ituterima,itu terima
kgnaan,kegunaan
sebemtar,sebentar
terlaalu,terlalu
bergeraak,bergerak
totol2,totol totol
mnuman,minuman
pertam,pertama
muncul2,muncul muncul
kejutkan,kejutan
dietcara,diet cara
menenyusi,menyusui
prutnya,perutnya
memutuskn,memutuskan
gaperna,gapernah
bahay,bahaya
antngin,antangin
mengami,mengalami
digitalyg,digital yang
tanyatensi,tanya tensi
spontankesan,sponntan kesan
kananterkadang,kanan terkadang
dijwab,dijawab
mengatsi,mengatasi
vaginya,vaginanya
ronkseng,rontgen
beberaha,beberapa
percayaa,percaya
beribaj,berubah
tamda,tanda
sters,stress
telatmens,tealt mens
manturbasi,masturbasi
setril,seteril
krgapa,kurang apa
orag,orang
hubintim,hubungan intim
melakulan,melakukan
keringhany,kering hanya
kenafas,kenapa
timbulagak,timbul agak
sariwaan,sariawan
perubahansrkarang,perubahan sekarang
14th,14 tahun
siangini,siang ini
sayaini,saya ini
selesaisaya,selesai saya
baiksaja,baik saja
muntah2dan,muntah muntah dan
5000mg,5000 mg
tanyaknapa,tanya kenapa
naikinbb,naikin bb
haidterakhir,haid terakhir
menusukkan,menusukkan
tepatt,tepat
menikahh,menikah
syakalau,saya kalau
syasaya,saya saya
jajan2,jajan jajan
sehaarian,seharian
jantug,jantung
rspremier,rs premier
bertaya,bertanya
banyakkeluar,banyak keluar
trmakasih,terima kasih
biasalalu,biasa lalu
sakli,sekali
anaksehingga,anak sehingga
initerasa,ini terasa
sbaliknya,sebaliknya
cewk,cewek
4pcs,4 buah
hadpusingmualbadan,haid pusing mual badan
buanyak,banyak
belubang,berlubang
tertinggaltapi,tertinggal tapi
dokbercampur,dok bercampur
sinag,siang
sehatapa,sehat apa
lubangya,lubangnya
herharap,berharap
obay,obat
teranglampumatahariatau,terang lampu matahari atau
istirahar,istirahat
bgtkenpa,banget kenapa
tanyaudh,tanya udah
kepla,kepala
berhubungantapi,berhubungan tapi
menandakam,menandakan
berduan,berduaan
enaklemespusingitu,enak lemes pusing itu
panasbadan,panas badan
sebelag,sebelah
sajaklo,saja kalo
tautp,tau tapi
itusaat,itu saat
jam2,jam jam
diemjd,diem jadi
menangistp,menangis tapi
permisih,1ermisi
binggunh,bingung
rendh,rendah
dlem,dalem
dipungung,dipunggung
nanyaapa,nanya apa
keuar,keluar
shngg,sehingga
bahyanya,bahaya
nietengorokan,tenggorokan
kprihatinan,keprihatinan
kakidengan,kaki dengan
ketarek,ketarik
neket,nekat
caer,cair
ginsul,gingsul
refernsi,referensi
kandungann,kandungan
berbedaan,perbedaan
sembhkan,sembuhkan
tanyakanapa,tanya kenapa
neyri,nyeri
bawahnah,bawahnya
sebalh,sebelah
keplane,kepalanya
munyaknya,minyaknya
bukanya,bukannya
harianak,hari anak
normlanya,normalnya
11cm,11 cm
130mnt,130 menit
tubuhsaya,tubuh saya
kuruspadahal,kurus padahal
gemukdan,gemuk dan
makaanan,makanan
panjng,panjang
màu,mau
dtangan,datangnya
gumpalanx,gumpalannya
tinggin,tinggiin
popcron,popcorn
memaskkun,memasukan
harisaya,hari saya
tresemester,trisemester
kcing,kucing
prah,parah
sendirinyaterimakasih,sendirinya terima kasih
rambutny,rambutnya
fungidrem,fungiderm
bolehbisa,boleh bisa
padahalsaya,padahal saya
pngobtn,pengobatan
berikanterima,berikan terima
panastolong,panas tolong
bulanpipinya,bulan pipinya
merag,merah
kerinf,kering
anakn,anaknya
umumnyaitu,umunya itu
busul,bisul
semuay,semuanya
pokoky,pokoknya
tesfeck,testpack
lendiri,lendir 
dikitapa,dikit apa
smbung,sambung
jammenit,jam menit
thanx,terima kasih
menyembuhkanny,menyembuhkannya
48hari,48 hari
10cmhari,10 cm hari
minummkn,minumkan
lambungketika,lambung kita
35bulan,35 bulan
belakangmakasih,belakang terima kasih
berusia10,berusia 10
bedanyadan,bedanya dan
formulalalu,formula lalu
ngimana,bagaimana
mandiinapa,mandiin apa
uk37week,uk 37 minggu
sepukuh,sepuluh
asibagaimana,asi bagaimana
sajadia,saja dia
mpasidia,mpasi dia
bulananak,bulan anak
teraasa,terasa
sembuhkankalau,sembuhkan kalau
dokpsioriasis,dok psioriasis
nafsuapa,nafsu apa
nihsy,nih saya
stateskop,stetoskop
dokfusingmuallemas,dok pusing mual lemas
menikahsiklus,menikah siklus
20thsaya,20 tahun saya
bertanyaumur,bertanya umur
brni,berani
menjd,menjadi
terjaid,terjadi
babklw,bab kalau
anusx,anusnya
yaanak,ya anak
babbrp,bab berapa
bersin2badan,bersin bersin apa
1tahungejala,1 tahun gejala
cocokutk,cocok untuk
penyuburkàndungan,penyubur kandungan
minghu,minggu
melahirkab,melahirkan
sayaknpa,saya kenapa
sakitnyut2an,sakit nyut nyutan
bawahsaya,bawah saya
kananterasa,kanan terasa
hibgga,hingga
selangkanan,selangkangan
3536week,35 36 minggu
telujuk,telunjuk
mmeliki,memiliki
rasanyapadahal,rasanya padahal
spermadan,sprema dan
dokthx,dok terima kasih
sayatrima,saya terima
mingguyang,minggu yang
4tapi,4 tapi
sayavagak,saya agak
bangian,bagian
keringpusing,kering pusing
nafasmulut,nafas mulut
pileksesak,pilek sesak
keciltherapy,kecil therapy
seminggudan,seminggu dan
kedut2,kedut kedut
semutsrangga,semut serangga
barcket,bracket
infox,infonya
siangx,siangnya
diagnos,diagnosis
seringobat,sering obat
psat,pusat
sampingny,sampingnya
bulankmarin,bulan kemarin
pantanganx,pantangnya
pnjlasnx,penjelasannya
klnjr,kelenjar
pham,paham
pmbgkakan,pembengkakan
capekmales,capek males
bualn,bulan
dilakukab,dilakukan
gorengjadi,goreng jadi
baiik,baik
tersebutbgaimn,tersebut bagaimana
pgisorenya,pagi sorenya
berikn,berikan
tanyatdi,tanya tadi
akhir”,akhir
jadinyakenapa,jadinya kenapa
perihdan,perih dan
sekeresek,sekeresek
mninkatkn,meningkatkan
lncarmkasi,lancar terima kasih
hlangan,halangan
kbkmaren,kemarin
dtangdia,datang dia
mnyarankan,menyarankan
kistastelah,kista setelah
ka2k,kakak
besaritu,besar itu
kelihtan,kelihatan
asallamulaikum,assalamuailaikum
ludahterimakasihdok,ludah terima kasih dok
capektidak,capek tidak
1xseminguyang,1 kali seminggu yang
21mau,21 mau
awanumur,awan umur
malamdoksaya,malam dok saya
pusinh,pusing
sayasementara,saya sementara
ikit,ikut
gnap,genap
41hr,41 hari
pendaran,pendarahan
mnyembh,menyembuh
nnyak,nanya
strethmark,stretchmark
besargimana,besar gimana
sikeciljadi,si kecil jadi
samasoalnya,sama soalnya
yaajadi,ya jadi
baiksaran,baik saran
kiriselama,kiri selama
tersebutmakasih,tersebut terima kasih
pinggangapa,pinggang apa
pusarterus,pusar terus
akif,aktif
brnafas,bernafas
rsuk,rusuk
gerakan2,gerakan gerakan
1januaritrakhir,1 januari terakhir
siangdan,siang dan
sarapanmakan,sarapan makan
32harimohon,32 hari mohon
dokkeluhan,dok keluhan
tgl17september,tanggal 17 september
36week,36 minggu
jugabagaimana,juga bagaimana
kehamilanterimakasih,kehamilan terima kasih
mensapakah,mens apakah
atao,atau
selse,selesai
menggiggilknp,menggigil kenapa
mnghilngknnya,menghilangkannya
pnybabny,penyebabnya
brsihkn,bersihkan
haml,hamil
ktiak,ketiak
kumat2,kumat kumat
dalamdalam,dalam dalam
wajar2,wajar wajar
airbahaya,air bahaya
dokmengluarkan,dok mengeluarkan
bulanntapi,bulan tapi
kepingi,kepingin
melilitdan,melilit dan
umaur,umur
gegerotak,geger otak
tkutkn,takutkan
ap3,apa
udj,udah
aktifny,aktifnya
hiferaktip,hiperaktif
skrdia,sekarang dia
apapundan,apapun dan
efektip,efektif
penggemul,penggemuk
ktorannya,kotorannya
ngedeeen,ngeden
kalix,kalinya1
1gr,1 gr
tnyacra,tanya cara
1dok,1 dok
cesartrims,caesar terima kasih
banyakmelahirkan,banyak melahirkan
ngomong2,ngomong ngomong
darahitu,darah itu
tangam,tangan
10blan,10 bulan
78kg,78 kg
smuanya,semuanya
rersebut,tersebut
ukuranx,ukurannya
sblan,sebulan
selesaii,selesai
pnjepitan,penjepitan
mudahn,mudahan
30w3d,30 minggu 3 hari
29w0d,29 minggu 0 hari
28w2d,28 minggu 2 hari
7bulantrima,7 bulan terima
kejar2an,kejar kejaran
telingax,telinganya
sedik,sedih
pngruh,pengaruh
klwrnya,keluarnya
kananitu,kanan itu
nihkenapa,nih kenapa
9wsdh,9 minggu sudah
baguswlaupun,bagus walaupun
tidurrewel,tidur rewel
tunasalmon,tuna salmon
ikanseperti,ikan seperti
kecilkecil,kecil kecil
semuaapa,semua apa
kehamillan,kehamilan
pertandaa,pertanda
7wk,7 minggu
tujuanya,tujuannya
keputihancair,keputihan cair
ngbuka,ngebuka
dokterkecil,dokter kecil
yabhaya,bahaya
dokterini,dokter ini
sakitbiasanya,sakit biasanya
kbuka,kebuka
akutapi,aku tapi
jhitan,jahitan
bentar2,bentar bentar
penjelaskan,penjelasan
kanansoalnya,kanan soalnya
dokizin,dok izin
hasilnyatanda2,hasilnya tanda tanda
baruistri,baru istri
mnyebab,menyebab
berhubunganada,berhubungan ada
prutymksih,perutnya terima kasih
semngka,semangka
keringapa,kering apa
dengat,dengar
dilakukn,dilakukan
penyebabnyasoalnya,penyebabnya soalnya
putihyg,putih yang
perihterus,perih terus
jwbana,jawaban
berpergianudh,berpergian udah
sayatimbul,saya timbul
18w1d,18 minggu 1 hari
139cm,139 cm
5w3d,5 minggu 3 hari
jaga2,jaga jaga
sayapunya,saya punya
tahunberat,tahun berat
smaumur,sama umur
1thselama,1 tahun selama
haidumur,haid umur
menyusuiselama,menyusui selama
diblkangnya,dibelakangnya
berhububgan,berhubungan
alebih,lebih
ngangetinya,ngagetinnya
dinpegang,dipegang
sebelmnyadia,sebelumnya dia
kadanh,kadang
mengopresnya,mengompresnya
2017tgl,2017 tanggal
bercercermin,bercermin
parut2,parut parut
sesaknyeri,sesak nyeri
pampersdiapers,pampers diapers
sebekum,sebelum
madih,masih
pusatr,pusat
bidandokter,bidan dokter
mlbagaimana,bagaimana
dosisdosis,dosis dosis
9bulantapi,9 bulan tapi
sayabelum,saya belum
menyusuisejak,menyusui sejak
darahog,darahnya
hitammohon,hitam mohon
pegalbercak,pegal bercak
tanganpunggung,tangan punggung
tersentuhhingga,tersentuh hingga
kakirasanya,kaki rasanya
bercakbentol,bercak bentol
haidstelah,haid setelah
22apriltanggal,tanggal 22 april
kesulutian,kesulitannya
merkurang,berkurang
asslamualikm,assalammualaikum
imtim,intim
hubsuami,hubungan suami
meruntus,merintis
dtulis,ditulis
ituù,itu
inikalo,ini kalo
negatiff,negatif
tescpak,tespack
11x,11 kali
mengeluarkam,mengeluarkan
meisejak,mei sejak
kedaluwarsa,kedaluw
nmany,namanya
meledak2,meledak meledak
terbahak2emosi,terbahak terbahak emosi
nangistertawa,nangis tertawa
stressdepresi,stress depresi
ccat,cacat
mnybbkan,menyebabkan
pengobatannya��,pengobatannya
lukainfeksi,luka infeksi
srluruh,seluruh
tanyamama,tanya mama
haiddan,haid dan
hampit,hampir
panassampe,panas sampe
slmdok,salam dok
penyakitx,penyakitnya
berjalanapa,berjalan
naikdan,naik dan
khawatirkanberat,khawatirkan berat
bertahanyg,bertahan yang
jantungx,jantungnya
untungx,untungnya
kananx,kanannya
jantungsaluran,jantung saluran
23thndy,23 tahun dia
konsultasisy,konsultasinya
dokkiraknpa,dok kira kenapa
roycoapakah,royco apakah
tespemeriksaan,tes pemeriksaan
mlmapakah,malam apakah
pusingserta,pusing serta
menggunakanny,menggunakannya
mncukur,mencukur
tidakmakasih,tidak makasih
konsumsidan,konsumsi dan
tumiskira2,tumis kira kira
kulkassekarang,kulkas sekarang
jmur,jamur
popokny,popoknya
12agustus,12 agustus
umur46,umur 46
dksy,dok saya
tespekk,testpack
fokter,dokter
nelvon,nelfon
bdarah,berdarah
kuningyang,kuning yang
kuningdan,kuning dan
lagikegiatan,lagi kegiatan
obatsekarang,obat sekarang
lagipadahl,lagi padahal
rstapi,rs tapi
pileksaya,pilek saya
kandunganrahim,kandungan rahim
menyuburkn,menyuburkan
jikapun,jika pun
kalaubkecapean,kalau kecapean
trakir,terakhir
lkuar,luar
5jam,5 jam
nmpak,nampak
1718w,17 18 minggu
dokmakin,dok makin
mukatrus,muka terus
kecilin,kecilin
lgterima,lagi terima
terlarang,terlarang
pengonsumsi,pengonsumsi
tdrbangunjln,tidur bangun jalan
tolakangin,tolak angin
tersumbatobat,tersumbat obat
mingguistri,minggu istri
hasilnyagimana,hasilnya gimana
sendiritapi,sendiri
dokterimakash,dok terimakasih
mataskitnya,mata sakitnya
geserdan,geser dan
haruskira2,harus kira kira
ikud,ikut
pnyebabx,penyebabnya
kambingsoalanya,kambing soalnya
bumul,bumil
diskripsi,deskripsi
ituapakah,itu apakah
kenyangtapi,kenyang tapi
rasakankenapa,rasakan kenapa
500mgapakah,500 mg apakah
80mg,80 mg
deritapayudara,derita payudara
sulitmohon,sulit mohon
angintapi,angin tapi
adik5,adik
ksburan,kesuburan
ngruh,mengaruh
mungunakan,mengunakan
perbolehlan,perbolehkan
tgl23,tanggal 23
sempoyangaan,sempoyongan
fleg,flek
syfilis,sifilis
keoutihan,keputihan
menghilanhkn,menghilangkan 
dokpenis,dok penis
pagim,pagi
mngwlurkn,mengeluarkan
pnjelasannyatrimksh,penjelasan nya terima kasih
lakukanmhn,lakukan mohon
autisapa,autis apa
signifikanterapi,signifikan terapi
sayad,saya di
jlnngomongdllpdhl,jalan ngomong dulu padahal
3thnblm,3 tahun belum
lmbt,lambat
mnyebabkn,menyebabkan
kejang2yg,kejang kejang yang
brawal,berawal
cerebriyg,cerebri yang
doklagian,dok lagian
knsum,konsum
memory,memori
mengingat2,mengingat mengingat
mukokelyg,mukokel yang
11m,11 m
rasatrutama,rasa terutama
rsakan,rasakan
makanmohon,makan mohon
nanahpernah,nanah pernah
rusakjadi,rusak jadi
dokter2,dokter dokter
flekapa,flek apa
lahiranini,lahir ani ani
bidankatanya,bidan katanya
lancarsampai,lancar sampai
suntikhaid,suntik haid
sekaliabis,sekali abis
lalusejak,lalu sejak
panuhrus,panu harus
blndi,bulan di
tnyanak,tanya anak
sayaplus,saya plus
berdengungrasanya,berdengung rasanya
flutapi,flu tapi
setempatotot,setempat otot
mempengaruhin,mempengaruhi
infotrimksih,info terima kasih
istlah,istilah
shingga,sehingga
mrokok,merokok
keriputkeringbersisik,keriput kering berisisik
154cm47kg,154 cm 47 kg
sekalidatang,sekali datang
kbsuntik,kb suntik
normalap,normal
berbaringga,berbaring ga
kirantifeminax,kiranti feminax
mensseperti,mens sepeprti
08ml25,08 ml 25
seharisy,sehari saya
haricek,hari cek
1618dan20,16618 dan 20
prhitungan,perhitungan
bekasny,bekasnya
tanganapa,tangan apa 
semutdan,semut dan
gituapakah,gitu apakah
tanda2tiba2,tanda tanda tiba tiba
tanyakok,tanya kok
drhnya,darahnya
pnggul,pinggul
brhbungn,berhubungan
intimsesudh,intin sesudah
38bln,38 bulan
blnktk,bulan ketika
thnldran,tahun ldr an
27thnsdh,27 tahun sudah
mengalamj,mengalami
dokkebetulan,dok kebetulan
herpesapa,herpes apa
melepuhstlh,melepuh setelah
pantatada,pantat ada
thsudah,th sudah
cal95,cal 95
cepatitu,cepat itu
cirimasa,ciri masa
dibln,di bulan
brbhgn,berhubungan
dtgl,di tanggal
ramah2nya,ramah ramah
mnghamili,mengahamili
lainx,lainnya
mengcil,mengecil
membhayakan,membahayakan
mlm2,malam malam
asem2,asem asem
walopun,walaupun
luqr,luar
komplikata,komplikasi
pingsang,pingsan
bikinbayi,bikin bayi
tendang2n,tendang tendang
mengekuarkan,mengeluarkan
aagr,agar
ketidakpastian,ketidak pastian
tanks,terima kasih
membahayakann,membahayakan
kecill,kecil
sulusiny,solusinya
berualang,berulang
tllu,teralalu
solusinyaa,solusinya
skli2,sekali kali
lagin,lagi
5weeks,5 minggu
film2,film film
mercury,mercury
75hari,75 hari
cepathamil,cepat hamil
menggangkat,menggangkat
mengogong,mengongong
tetapu,tetapi
pebambahan,penambahan
38cm,38 cm
34cm,34 cm
balesannyo,balesannya
ujing,ujung
50th,50 tahun
mperbesar,perbesar
18mm,18 mm
11mm,11 mm
folikel,1
nanyaaa,tanya
luat,liat
sdangkang,sedangkan
ptama,pertama
edapat,dapat
3mggu,3 minggu
pnjlsany,penjelasannya
tggu,tunggu
mpasiy,mpasi
sdxt,sedikit
8mnggu,8 minggu
diremes,di remes
titik2,titik titik
trrlu,terlalu
mnju,menuju
kental2,kental kental
akhir2ni,akhir akhir ini  
canthengan,cantengan 
kemerah2an,kemerah merahan
timpuk,timpuk
21tablet,21 tablet
disembukan,sembuhkan
bleng,blank
6x4,6 x 4
hormonx,hormonnya
pahax,pahanya
ngantok,ngantul
benangny,benangnya
uanti,nanti
migranx,migran nya
syaraf2nya,syaraf syaraf nya
2jaman,2 jaman
sobekan,sobekan
120g,120 g
akibatny,akibatnya
nasihat,nasihat
19tahun,19 tahun
diperparah,perparah
nggunakan,menggunakan
pembenarannya,pembenarannya
bau2an,bau bau an
ketraumaan,trauma
berbica,berbica
gendongnya,gendongnya
dpaksain,di paksain
tekatur,ter atur
ditarik2,di tarik
lanccar,lancar
luntur2,luntur luntur
njelasin,menjelasin 
nggah,nggak
eja,mengeja
seringsekali,sering sekali
menyilangkan,silang
trimks,terima kasih
oct,oktober
enyebab,penyebabnya
bermjnyak,berminyak
dngkul,dengkul
ilng,ilang
penghabat,penghambat
20weeks,20 minggu
tertatik,tertarik
seringsakit,sering sakit
hitm2,hitam hitam
melahirn,melahirkan
6w3d,6 minggu 3 hari
6mggu,6 minggu
pelupanya,pelupanya
zinksyirup,zinc syrup
domperdone,domper done
tdrny,tidur nya
5ltr,5 liter
jha,ya
serg,sering
gout,gitu
bb43kg, bb 43 kg
165cm,165 cm
sharian,seharian
mitoa,mitos
stresnya,stress
makananan,makanan
pijit2,pijit pijit
dimna,dimana
jarun,jarum
andasebut,anda sebut
djwa,dijiwa
nanahx,nanahnya
dkepalax,kepalanya
txa,tanya
100rb,100 ribu
wdc, 
dikelilingi,dikelilingi
solosi,solusi
nfasnya,nafasnya
wlw,walau
ngokop, 
spegma,sperma
mngentalkn,mengentalkan
mzh,masih
jelasjelas,jelas jelas
1blnyang,1 bulan yang
rasaa,rasa
berkeringt,berkeringat
hitubg,hitung
apakakah,apakah
43nya,43
komsumai,komsumsi
brenti2,berhenti henti
73kg,73 kg
kasur2,kasur kasur
kreces2,kreces kreces
suara2,suara suara
gendong2,gendong gendong
benjo,benjol
9hr,9 hari
brhubng,berhubungan
biaknya,baiknya
salamualaikum,assalamualaikum
kejedok,kejedot
dtespeck,testpack
penanganxa,penanganannya
ngflak,flek
43x,43 kali
rhabdomyosarcom, 
